dte_id,folio,tipo,sucursal_id,fecha_emision,old_neto,old_con_iva,old_unidades,new_neto,new_con_iva,new_unidades,unidades_tocadas,fuente,cross_check,ncs_vinculadas,deficit,nota_unidades
2186537,354798,BOLETA ELECTRONICA,5,2026-06-04,0,0,0,63017,74990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2188855,74990,derivado de monto_item/precio (stock+NC daba 0)
2186540,354801,BOLETA ELECTRONICA,5,2026-06-04,0,0,0,25193,29980,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191333,29980,derivado de monto_item/precio (stock+NC daba 0)
2186554,412095,BOLETA ELECTRONICA,2,2026-06-04,0,0,0,42008,49990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2192304,49990,derivado de monto_item/precio (stock+NC daba 0)
2186555,412096,BOLETA ELECTRONICA,2,2026-06-04,0,0,0,20151,23980,3,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191316,23980,derivado de monto_item/precio (stock+NC daba 0)
2186557,412098,BOLETA ELECTRONICA,2,2026-06-04,0,0,0,18471,21980,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191317,21980,derivado de monto_item/precio (stock+NC daba 0)
2186561,284304,BOLETA ELECTRONICA,7,2026-06-04,0,0,0,57134,67990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2188849,67990,derivado de monto_item/precio (stock+NC daba 0)
2186563,284306,BOLETA ELECTRONICA,7,2026-06-04,0,0,0,45370,53990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191294,53990,derivado de monto_item/precio (stock+NC daba 0)
2186567,284310,BOLETA ELECTRONICA,7,2026-06-04,0,0,0,58815,69990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191292,69990,derivado de monto_item/precio (stock+NC daba 0)
2186599,450931,BOLETA ELECTRONICA,4,2026-06-04,0,0,0,31924,37990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191324,37990,derivado de monto_item/precio (stock+NC daba 0)
2186619,450948,BOLETA ELECTRONICA,4,2026-06-04,0,0,0,22681,26990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2188864,26990,derivado de monto_item/precio (stock+NC daba 0)
2186640,375575,BOLETA ELECTRONICA,3,2026-06-04,0,0,0,27219,32391,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2188872,32391,derivado de monto_item/precio (stock+NC daba 0)
2186644,375579,BOLETA ELECTRONICA,3,2026-06-04,0,0,0,29488,35091,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191349,35091,derivado de monto_item/precio (stock+NC daba 0)
2186648,375583,BOLETA ELECTRONICA,3,2026-06-04,0,0,0,8395,9990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2188871,9990,derivado de monto_item/precio (stock+NC daba 0)
2186676,375592,BOLETA ELECTRONICA,3,2026-06-04,0,0,0,36950,43970,4,1,SUM_MONTO_ITEM,PAGOS+TICKET,2192307,43970,derivado de monto_item/precio (stock+NC daba 0)
2186764,450958,BOLETA ELECTRONICA,4,2026-06-04,0,0,0,63017,74990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2192310,74990,derivado de monto_item/precio (stock+NC daba 0)
2186766,450959,BOLETA ELECTRONICA,4,2026-06-04,0,0,0,58807,69980,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191322,69980,derivado de monto_item/precio (stock+NC daba 0)
2186793,257607,BOLETA ELECTRONICA,6,2026-06-05,0,0,0,51664,61480,2,1,SUM_MONTO_ITEM,PAGOS+TICKET,2188836,61480,derivado de monto_item/precio (stock+NC daba 0)
2186796,354821,BOLETA ELECTRONICA,5,2026-06-05,0,0,0,52933,62990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2188853,62990,derivado de monto_item/precio (stock+NC daba 0)
2186811,450966,BOLETA ELECTRONICA,4,2026-06-05,0,0,0,20160,23990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191320,23990,derivado de monto_item/precio (stock+NC daba 0)
2186997,354860,BOLETA ELECTRONICA,5,2026-06-06,0,0,0,33605,39990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191336,39990,derivado de monto_item/precio (stock+NC daba 0)
2186999,354862,BOLETA ELECTRONICA,5,2026-06-06,0,0,0,12597,14990,0,0,SUM_MONTO_ITEM,PAGOS+TICKET,2191334,14990,no reconstruible (sin derivación por precio y stock+NC<=0)
2187003,257637,BOLETA ELECTRONICA,6,2026-06-06,0,0,0,10664,12690,0,0,SUM_MONTO_ITEM,PAGOS+TICKET,2188831,12690,no reconstruible (sin derivación por precio y stock+NC<=0)
2187316,284510,BOLETA ELECTRONICA,7,2026-06-08,0,0,0,46034,54780,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191303,54780,derivado de monto_item/precio (stock+NC daba 0)
2187319,284513,BOLETA ELECTRONICA,7,2026-06-08,0,0,0,37807,44990,1,1,SUM_MONTO_ITEM,PAGOS+TICKET,2191298,44990,derivado de monto_item/precio (stock+NC daba 0)
