articulo,productos_afectados,cat_antes(ids),cat_despues,especialidades,genero_migrado,accion
RE004,4,97,Poleras y Camisetas,futbol,0,APPLY
RS02,2,110,Guantes,descanso,0,APPLY
SP2120-095,3,110,Guantes,futbol,0,APPLY
SP2120-356,2,110,Guantes,futbol,0,APPLY
V.06.02,2,108,Protecciones,training,0,APPLY
V0609,2,108,Protecciones,descanso,0,APPLY
041727 01,2,110,Guantes,urbano,0,APPLY
1258568-659,2,97,Poleras y Camisetas,training,0,APPLY
1258568-668,2,97,Poleras y Camisetas,training,0,APPLY
AR1284-100,1,104,Gorros,urbano,0,APPLY
1258568-001,2,97,Poleras y Camisetas,training,0,APPLY
1305036-581,3,104,Gorros,urbano,0,APPLY
1345822-012,4,104,Gorros,urbano,0,APPLY
5207000119816,2,110,Guantes,futbol,0,APPLY
5207000169811,2,110,Guantes,futbol,0,APPLY
5207000179810,2,110,Guantes,futbol,0,APPLY
BV4122-010,2,100,Chaquetas y Polerones,urbano,0,APPLY
CJ5332-070,1,97,Poleras y Camisetas,running,0,APPLY
CK0182-010,1,100,Chaquetas y Polerones,running,0,APPLY
DJ1391-010,2,97,Poleras y Camisetas,urbano,0,APPLY
DJ7897-411,2,97,Poleras y Camisetas,futbol,0,APPLY
EX2021,2,97,Poleras y Camisetas,futbol,0,APPLY
F.00.11,6,110,Guantes,training,0,APPLY
F11L00410N-168,2,97,Poleras y Camisetas,urbano,0,APPLY
F11L0041N-1587,2,97,Poleras y Camisetas,urbano,0,APPLY
F11L174N-160,2,97,Poleras y Camisetas,urbano,0,APPLY
F11L244N-168,2,97,Poleras y Camisetas,urbano,0,APPLY
F11L244N-185,2,97,Poleras y Camisetas,urbano,0,APPLY
F11L244N-2040,2,97,Poleras y Camisetas,urbano,0,APPLY
GI7631,2,110,Guantes,training,0,APPLY
HT4815,2,104,Gorros,urbano,0,APPLY
PRIMERA CAPA,7,97,Poleras y Camisetas,vestir,0,APPLY
451140400,12,97,Poleras y Camisetas,vestir,0,APPLY
1376700-600,2,104,Gorros,vestir,0,APPLY
451140400 P,2,99,Buzos y Pantalones,vestir,0,APPLY
IA2113,3,105,Medias y Calcetines,futbol,0,APPLY
1376700-410,4,104,Gorros,vestir,0,APPLY
1383559-402,2,98,Shorts,training,0,APPLY
1361642-112,6,99,Buzos y Pantalones,training,0,APPLY
1361715-002,3,99,Buzos y Pantalones,training,0,APPLY
GR9689,7,104,Gorros,vestir,0,APPLY
HT5034,2,105,Medias y Calcetines,futbol,0,APPLY
1390209-016,2,97,Poleras y Camisetas,training,0,APPLY
MI36054,4,97,Poleras y Camisetas,futbol,0,APPLY
1376700-001,3,104,Gorros,vestir,0,APPLY
1376712-400,2,104,Gorros,vestir,0,APPLY
1383559-001,2,98,Shorts,training,0,APPLY
FN9155-411,2,97,Poleras y Camisetas,futbol,0,APPLY
1356318-664,3,100,Chaquetas y Polerones,training,0,APPLY
1386483-001,2,98,Shorts,training,0,APPLY
45114040,6,99,Buzos y Pantalones,vestir,0,APPLY
4511404000,2,97,Poleras y Camisetas,vestir,0,APPLY
1390209-390,2,97,Poleras y Camisetas,training,0,APPLY
520320 07,3,97,Poleras y Camisetas,"urbano,vestir",0,APPLY
675234 30,3,99,Buzos y Pantalones,vestir,0,APPLY
825290,2,100,Chaquetas y Polerones,"urbano,vestir",0,APPLY
1258568-821,3,97,Poleras y Camisetas,training,0,APPLY
1290261-001,2,99,Buzos y Pantalones,"urbano,vestir",0,APPLY
BUZO DEPORTIVO,4,99,Buzos y Pantalones,vestir,0,APPLY
1306428-002,2,97,Poleras y Camisetas,training,0,APPLY
1320122-001,2,99,Buzos y Pantalones,"urbano,vestir",0,APPLY
1320122-019,2,99,Buzos y Pantalones,"urbano,vestir",0,APPLY
1320736-408,1,100,Chaquetas y Polerones,training,0,APPLY
1320737-001,2,100,Chaquetas y Polerones,training,0,APPLY
1326572-012,2,98,Shorts,running,0,APPLY
1326799-100,2,97,Poleras y Camisetas,"urbano,vestir",0,APPLY
1320737-408,1,100,Chaquetas y Polerones,training,0,APPLY
1328620-404,2,110,Guantes,training,0,APPLY
1357162-100,2,97,Poleras y Camisetas,basket,0,APPLY
1357170-100,3,97,Poleras y Camisetas,training,0,APPLY
1329297-001,3,100,Chaquetas y Polerones,"urbano,vestir",0,APPLY
1351726-001,2,98,Shorts,training,0,APPLY
1353186-497,2,97,Poleras y Camisetas,training,0,APPLY
1353186-615,2,97,Poleras y Camisetas,training,0,APPLY
1353296-004,1,98,Shorts,training,0,APPLY
1356318-001,2,100,Chaquetas y Polerones,training,0,APPLY
1356318-496,2,100,Chaquetas y Polerones,training,0,APPLY
1357093-296,2,100,Chaquetas y Polerones,training,0,APPLY
1357139-581,2,99,Buzos y Pantalones,training,0,APPLY
1357170-450,3,97,Poleras y Camisetas,training,0,APPLY
1357170-688,3,97,Poleras y Camisetas,training,0,APPLY
1361642-012,3,2,Buzos y Pantalones,training,0,APPLY
1361711-001,3,2,Buzos y Pantalones,training,0,APPLY
1361711-011,2,2,Buzos y Pantalones,training,0,APPLY
1361711-408,3,2,Buzos y Pantalones,training,0,APPLY
1365745-413,2,2,Medias y Calcetines,vestir,0,APPLY
1366215-001,3,2,Buzos y Pantalones,training,0,APPLY
1368402-013,2,2,Poleras y Camisetas,"urbano,vestir",0,APPLY
1368402-432,2,2,Poleras y Camisetas,"urbano,vestir",0,APPLY
1369783-001,2,2,Gorros,vestir,0,APPLY
1370459-001,2,2,Shorts,training,0,APPLY
1370490-001,4,2;8,Chaquetas y Polerones,training,0,APPLY
1370490-635,2,2,Chaquetas y Polerones,training,0,APPLY
1357096-688,3,2,Chaquetas y Polerones,training,0,APPLY
1361642-361,2,2,Buzos y Pantalones,training,0,APPLY
1357093-001,2,2,Chaquetas y Polerones,training,0,APPLY
1357093-608,2,2,Chaquetas y Polerones,training,0,APPLY
1357093-554,2,2,Chaquetas y Polerones,training,0,APPLY
CCCVI2578NE,2,2,Chaquetas y Polerones,futbol,0,APPLY
GM4509,4,2,Gorros,vestir,0,APPLY
1352017-001,2,2,Chaquetas y Polerones,training,0,APPLY
1352017-388,1,2,Chaquetas y Polerones,training,0,APPLY
1320736-001,1,2,Chaquetas y Polerones,training,0,APPLY
1357093-581,2,2,Chaquetas y Polerones,training,0,APPLY
1357093-707,2,2,Chaquetas y Polerones,training,0,APPLY
1357093-850,2,2,Chaquetas y Polerones,training,0,APPLY
1357095-310,2,2,Chaquetas y Polerones,training,0,APPLY
658653 03,2,2,Buzos y Pantalones,vestir,0,APPLY
658653 06,2,2,Buzos y Pantalones,vestir,0,APPLY
675234 01,2,2,Buzos y Pantalones,vestir,0,APPLY
763130 01,2,2,Poleras y Camisetas,"urbano,vestir",0,APPLY
763130 02,2,2,Poleras y Camisetas,"urbano,vestir",0,APPLY
765394,2,2,Chaquetas y Polerones,"urbano,vestir",0,APPLY
765395,2,2,Chaquetas y Polerones,"urbano,vestir",0,APPLY
766792,2,2,Poleras y Camisetas,"urbano,vestir",0,APPLY
790445,2,2,Poleras y Camisetas,"urbano,vestir",0,APPLY
790553,2,2,Poleras y Camisetas,"urbano,vestir",0,APPLY
790554,2,2,Poleras y Camisetas,"urbano,vestir",0,APPLY
795515,2,2,Poleras y Camisetas,"urbano,vestir",0,APPLY
820445,3,2,Chaquetas y Polerones,"urbano,vestir",0,APPLY
820446,2,2,Chaquetas y Polerones,"urbano,vestir",0,APPLY
824256,2,2,Chaquetas y Polerones,"urbano,vestir",0,APPLY
824257,2,2,Chaquetas y Polerones,"urbano,vestir",0,APPLY
827163,2,2,Chaquetas y Polerones,"urbano,vestir",0,APPLY
AR2191-104,4,2,Chaquetas y Polerones,"urbano,vestir",0,APPLY
BV5588-010,2,2,Poleras y Camisetas,training,0,APPLY
CCCVI2571NE,2,2,Chaquetas y Polerones,futbol,0,APPLY
EX5984,2,2,Poleras y Camisetas,futbol,0,APPLY
F11L283N-1333,2,2,Poleras y Camisetas,"urbano,vestir",0,APPLY
F11L283N-140,2,2,Poleras y Camisetas,"urbano,vestir",0,APPLY
GA3790,3,2,Buzos y Pantalones,futbol,0,APPLY
GA3811,2,2,Poleras y Camisetas,futbol,0,APPLY
GA3826,3,2,Poleras y Camisetas,futbol,0,APPLY
GA3847,2,2,Poleras y Camisetas,futbol,0,APPLY
GA4246,2,2,Chaquetas y Polerones,vestir,0,APPLY
GA8928,2,2,Poleras y Camisetas,futbol,0,APPLY
GA8930,2,2,Poleras y Camisetas,futbol,0,APPLY
HA2693,1,2,Shorts,futbol,0,APPLY
HA8348,2,2,Shorts,futbol,0,APPLY
HA8353,2,2,Buzos y Pantalones,futbol,0,APPLY
HG6444,2,2,Buzos y Pantalones,futbol,0,APPLY
HT5027,3,2,Medias y Calcetines,vestir,0,APPLY
IC5175,2,2,Poleras y Camisetas,futbol,0,APPLY
IC5176,3,2,Poleras y Camisetas,futbol,0,APPLY
IC5179,2,2,Poleras y Camisetas,futbol,0,APPLY
IR7851,2,2,Buzos y Pantalones,vestir,0,APPLY
MA29523,2,2,Poleras y Camisetas,futbol,0,APPLY
MA29526,2,2,Poleras y Camisetas,futbol,0,APPLY
MI36015,2,2,Poleras y Camisetas,futbol,0,APPLY
MI36055,2,2,Poleras y Camisetas,futbol,0,APPLY
NESSA559,6,2,Trajes de Baño,natacion,0,APPLY
NESSA566,10,2,Trajes de Baño,natacion,0,APPLY
SE0174-011,2,2,Protecciones,futbol,0,APPLY
SK0054-908,6,2,Bolsos y Mochilas,vestir,0,APPLY
TR280152-2176,2,2,Shorts,vestir,0,APPLY
IN6128,9,9;24,Bolsos y Mochilas,,0,APPLY
201-4107,3,24,Botines,urbano,0,APPLY
MO21992,2,23,Balones,handball,0,APPLY
MO21996,2,23,Balones,handball,0,APPLY
101-4107,4,24,Botines,urbano,0,APPLY
MO21994,2,23,Balones,handball,0,APPLY
237353-BKW,4,1,Zapatillas,urbano,0,APPLY
237353-OFWT,5,1,Zapatillas,urbano,0,APPLY
237353-GRY,2,1,Zapatillas,urbano,0,APPLY
1605,3,14;22;63,Sandalias y Chalas,urbano,0,APPLY
FW4041,2,1,Zapatillas,urbano,0,APPLY
GZ2402,3,1,Zapatillas,urbano,0,APPLY
HP3373,3,1,Zapatillas,urbano,0,APPLY
5276,2,8;14,Chaquetas y Polerones,futbol,0,APPLY
4705,1,32,Plataformas,vestir,0,APPLY
PI-362001,1,32,Zapatos de Vestir,vestir,0,APPLY
SAVERIO,1,32,Tacos,urbano,0,APPLY
GW2991,2,32,Zapatillas,urbano,0,APPLY
436,2,2;10,Trajes de Baño,natacion,0,APPLY
PINCHE FLOR,2,81,Accesorios de Vestuario,,0,APPLY
PINCHE TELA,3,81,Accesorios de Vestuario,,0,APPLY
COLE FLOR,2,81,Accesorios de Vestuario,,0,APPLY
BUFANDAS,3,81,Accesorios de Vestuario,,0,APPLY
6221,1,63,Buzos y Pantalones,,0,APPLY
7222,1,56,Zapatos de Vestir,oficial,0,APPLY
8123,1,63,Protecciones,,0,APPLY
159-9057,2,73,Sandalias y Chalas,urbano,0,APPLY
8504,3,2;5;63,Medias y Calcetines,,0,APPLY
127101,2,33,Zapatos de Vestir,vestir,0,APPLY
PINCHE,1,63,Accesorios de Vestuario,,0,APPLY
PINCHE ACRI,1,63,Accesorios de Vestuario,,0,APPLY
PINCHE M,1,63,Accesorios de Vestuario,,0,APPLY
PLANTI,1,63,Accesorios Deportivos,,0,APPLY
PLANTI2,2,63,Accesorios Deportivos,,0,APPLY
PULSERA,5,47;63,Accesorios de Vestuario,,0,APPLY
RC12505N,1,33,Ballerinas,urbano,0,APPLY
RC15838B,1,33,Ballerinas,urbano,0,APPLY
RC16205,1,33,Ballerinas,urbano,0,APPLY
TFY 48,7,33,Zapatos de Vestir,vestir,0,APPLY
TFY 69,2,33,Zapatos de Vestir,vestir,0,APPLY
TFY 72,5,33,Zapatos de Vestir,vestir,0,APPLY
TFY 79,11,33,Zapatos de Vestir,vestir,0,APPLY
TFY 81,4,33,Zapatos de Vestir,vestir,0,APPLY
TFY 95,5,33,Zapatos de Vestir,vestir,0,APPLY
MSNTLSV-U,4,,Accesorios Deportivos,natacion,0,APPLY
TFY 42,2,33,Zapatos de Vestir,vestir,0,APPLY
TFY 68,8,33,Zapatos de Vestir,vestir,0,APPLY
TFY 80,2,33,Zapatos de Vestir,vestir,0,APPLY
TFY 96,6,33,Zapatos de Vestir,vestir,0,APPLY
PE002,2,1,Sandalias y Chalas,urbano,0,APPLY
1014019401,4,7,Medias y Calcetines,descanso,0,APPLY
1014019301,3,7,Medias y Calcetines,descanso,0,APPLY
2.20.04,10,7;9,Medias y Calcetines,descanso,0,APPLY
1014098002,2,7,Medias y Calcetines,descanso,0,APPLY
5215100152008,7,7,Protecciones,descanso,0,APPLY
1014017902,4,7,Medias y Calcetines,descanso,0,APPLY
1014019444,2,7,Medias y Calcetines,descanso,0,APPLY
1014029201,3,7,Medias y Calcetines,descanso,0,APPLY
1014019213,2,7,Medias y Calcetines,descanso,0,APPLY
1014019320,2,7,Medias y Calcetines,descanso,0,APPLY
1014019202,2,7,Medias y Calcetines,descanso,0,APPLY
1014019402,3,7,Medias y Calcetines,descanso,0,APPLY
1014019313,2,7,Medias y Calcetines,descanso,0,APPLY
1014019220,3,7,Medias y Calcetines,descanso,0,APPLY
1014019344,2,7,Medias y Calcetines,descanso,0,APPLY
5215100152114,6,7,Protecciones,descanso,0,APPLY
1014019413,2,7,Medias y Calcetines,descanso,0,APPLY
1014019302,4,7,Medias y Calcetines,descanso,0,APPLY
1014027944,3,7,Medias y Calcetines,descanso,0,APPLY
1014019309,2,7,Medias y Calcetines,descanso,0,APPLY
1014017920,3,7,Medias y Calcetines,descanso,0,APPLY
4004221012565,3,7,Protecciones,descanso,0,APPLY
1014019244,2,7,Medias y Calcetines,descanso,0,APPLY
9.00.31,3,7,Protecciones,descanso,0,APPLY
XS-602,4,7,Protecciones,ciclismo,0,APPLY
1014027920,2,7,Medias y Calcetines,descanso,0,APPLY
5215100117984,6,7,Protecciones,descanso,0,APPLY
9.00.32,3,7,Protecciones,descanso,0,APPLY
4004221013418,3,7,Protecciones,descanso,0,APPLY
4004221013432,3,7,Protecciones,descanso,0,APPLY
5215100117878,8,7,Protecciones,descanso,0,APPLY
654602976432,3,7,Equipamiento Fitness,training,0,APPLY
5215100135018,5,7,Protecciones,descanso,0,APPLY
1014017913,3,7,Medias y Calcetines,descanso,0,APPLY
5215100117069,7,7,Protecciones,descanso,0,APPLY
1014019201,2,7,Medias y Calcetines,descanso,0,APPLY
5215100135933,5,7,Protecciones,descanso,0,APPLY
1014098001,3,7,Medias y Calcetines,descanso,0,APPLY
GP01,6,7;40,Guantes,pool,0,APPLY
1014029244,2,7,Medias y Calcetines,descanso,0,APPLY
VENDAJE ADHESIVO 1.25 CM,2,7,Protecciones,descanso,0,APPLY
5215100117021,6,7,Protecciones,descanso,0,APPLY
9.00.21,3,7,Protecciones,descanso,0,APPLY
1014029220,2,7,Medias y Calcetines,descanso,0,APPLY
1014067944,2,7,Medias y Calcetines,descanso,0,APPLY
040736 02,3,7,Guantes,descanso,0,APPLY
1014017909,3,7,Medias y Calcetines,descanso,0,APPLY
521520001,3,7,Protecciones,descanso,0,APPLY
5215100123015,6,7,Protecciones,descanso,0,APPLY
VENDAJE ADHESIVO 5 CM,2,7,Protecciones,descanso,0,APPLY
8431000604004,4,7,Balones,descanso,0,APPLY
9.00.27,2,7,Protecciones,descanso,0,APPLY
9.00.33,2,7,Protecciones,descanso,0,APPLY
OXACONE002,2,7,Protecciones,descanso,0,APPLY
VENDAJE ADHESIVO 2.5 CM,2,7,Protecciones,descanso,0,APPLY
MENISQUERA SIMPLE,2,7,Protecciones,descanso,0,APPLY
5215100135926,4,7,Protecciones,descanso,0,APPLY
1014017944,3,7,Medias y Calcetines,descanso,0,APPLY
4004221013395,3,7,Protecciones,descanso,0,APPLY
5215100117,14,7,Protecciones,descanso,0,APPLY
SPACONE004,2,7,Protecciones,descanso,0,APPLY
5215200060012,4,7,Protecciones,descanso,0,APPLY
011206,18,7;9,Guantes,descanso,0,APPLY
F.90.03,4,7,Equipamiento Fitness,training,0,APPLY
5208851100015,2,7,Equipamiento Fitness,training,0,APPLY
52112001320,10,7,Protecciones,artesm,0,APPLY
M1018,2,7,Equipamiento Fitness,training,0,APPLY
1014017901,4,7,Medias y Calcetines,descanso,0,APPLY
1104049602,2,7,Buzos y Pantalones,artesm,0,APPLY
GS0382-702,2,7,Guantes,futbol,0,APPLY
8431000605001,4,7,Balones,descanso,0,APPLY
SPAPRNE001,2,7,Protecciones,descanso,0,APPLY
2.00.60,2,7,Protecciones,descanso,0,APPLY
9.65.03,3,7,Protecciones,descanso,0,APPLY
3625,2,7,Buzos y Pantalones,artesm,0,APPLY
1014027901,5,7,Medias y Calcetines,descanso,0,APPLY
4004221012558,6,7,Protecciones,descanso,0,APPLY
601060510,2,7,Accesorios Deportivos,descanso,0,APPLY
96503,3,7,Protecciones,descanso,0,APPLY
27025,3,7,Guantes,futbol,0,APPLY
5211201300010,2,7,Equipamiento Fitness,boxeo,0,APPLY
5215200140936,1,7,Protecciones,descanso,0,APPLY
9283517472,6,7,Protecciones,boxeo,0,APPLY
99000,3,7,Protecciones,descanso,0,APPLY
BANDA CADERA HEAVY,2,7,Equipamiento Fitness,training,0,APPLY
BANDA CADERA LIGHT,2,7,Equipamiento Fitness,training,0,APPLY
FOX40-2,2,7,Accesorios Deportivos,descanso,0,APPLY
14070,2,7,Accesorios Deportivos,descanso,0,APPLY
1014027902,4,7,Medias y Calcetines,descanso,0,APPLY
52017028,3,7,Trajes de Baño,natacion,0,APPLY
WILPM003,2,7,Equipamiento Fitness,training,0,APPLY
1590,3,7,Protecciones,descanso,0,APPLY
52053225,5,7,Guantes,futbol,0,APPLY
601060512,2,7,Accesorios Deportivos,descanso,0,APPLY
8812,2,7,Guantes,descanso,0,APPLY
BANDA CADERA WORK OUT,2,7,Equipamiento Fitness,training,0,APPLY
BR99,2,7,Equipamiento Fitness,basket,0,APPLY
EGOTICO ASIMETRIC ESTELLAR,4,7,Guantes,futbol,0,APPLY
F4002,4,7,Equipamiento Fitness,training,0,APPLY
MC07735,2,7,Protecciones,descanso,0,APPLY
052136 03,2,7,Accesorios de Vestuario,descanso,0,APPLY
1014067902,2,7,Medias y Calcetines,descanso,0,APPLY
44781,3,7,Guantes,futbol,0,APPLY
52017030,3,7,Trajes de Baño,natacion,0,APPLY
5211100917005,4,7;42,Buzos y Pantalones,artesm,0,APPLY
5015504068925,2,7,Protecciones,descanso,0,APPLY
6300000,2,7,Accesorios Deportivos,descanso,0,APPLY
81137,3,7,Protecciones,descanso,0,APPLY
CMH103,2,7,Protecciones,descanso,0,APPLY
0683,2,7,Protecciones,descanso,0,APPLY
4711667697545,2,7,Guantes,boxeo,0,APPLY
RE00148,2,7,Guantes,futbol,0,APPLY
5208341218015,2,7,Equipamiento Fitness,training,0,APPLY
5211100914004,3,7;42,Buzos y Pantalones,artesm,0,APPLY
5215200182110,2,7,Protecciones,descanso,0,APPLY
66143095365,2,7,Accesorios Deportivos,descanso,0,APPLY
9.00.01,5,7,Protecciones,descanso,0,APPLY
CMP-450,2,7,Accesorios Deportivos,ciclismo,0,APPLY
SE.0CC4,2,7,Equipamiento Fitness,training,0,APPLY
SE.NT90,2,7,Equipamiento Fitness,training,0,APPLY
SPACONE007,2,7,Protecciones,descanso,0,APPLY
TAPE07,3,7,Protecciones,descanso,0,APPLY
10050,2,7,Accesorios Deportivos,descanso,0,APPLY
1014067901,3,7,Medias y Calcetines,descanso,0,APPLY
4676,3,7,Protecciones,rugby,0,APPLY
4710004751872,2,7,Equipamiento Fitness,boxeo,0,APPLY
52050001,2,7,Guantes,futbol,0,APPLY
5205320710096,1,7,Guantes,futbol,0,APPLY
5215200040014,3,7,Protecciones,descanso,0,APPLY
5015504068871,2,7,Protecciones,descanso,0,APPLY
6300005,2,7,Accesorios Deportivos,descanso,0,APPLY
6300030,2,7,Accesorios Deportivos,descanso,0,APPLY
ARIES NEMESIS,6,7;9,Guantes,futbol,0,APPLY
CO N482,2,7,Protecciones,descanso,0,APPLY
CT0TEC,2,7,Protecciones,descanso,0,APPLY
MSFTGP,3,7,Guantes,training,0,APPLY
8732,3,7,Guantes,artesm,0,APPLY
CCN301,2,7,Protecciones,descanso,0,APPLY
5211100315009,2,7,Buzos y Pantalones,artesm,0,APPLY
5211100316006,2,7,Buzos y Pantalones,artesm,0,APPLY
5211100317003,2,7,Buzos y Pantalones,artesm,0,APPLY
5211201900012,3,7;35,Equipamiento Fitness,boxeo,0,APPLY
5211401112987,2,7,Guantes,boxeo,0,APPLY
52150018,2,7,Protecciones,descanso,0,APPLY
5215100011008,3,7,Protecciones,descanso,0,APPLY
5215200183117,2,7,Protecciones,descanso,0,APPLY
6446X,3,7,Protecciones,descanso,0,APPLY
9283529833,2,7,Equipamiento Fitness,boxeo,0,APPLY
9283546854,2,7,Equipamiento Fitness,boxeo,0,APPLY
EGOTICO ESTELAR TURF,2,7,Guantes,futbol,0,APPLY
FG 00AF,4,7,Guantes,futbol,0,APPLY
FG OAJR,5,7,Guantes,futbol,0,APPLY
FOX40-1,2,7,Accesorios Deportivos,descanso,0,APPLY
1 PREMIER LUX SPINE,6,7,Guantes,futbol,0,APPLY
2200022,1,7,Equipamiento Fitness,training,0,APPLY
2214,6,1;7,Guantes,ciclismo,0,APPLY
2259,1,7,Guantes,futbol,0,APPLY
2260,1,7,Guantes,descanso,0,APPLY
