articulo,productos_afectados,cat_antes(ids),cat_despues,especialidades,genero_migrado,accion
EQUIPO38,1,4,Equipamiento Fitness,futbol,0,APPLY
EQUIPO39,1,4,Equipamiento Fitness,futbol,0,APPLY
EQUIPO40,1,4,Equipamiento Fitness,futbol,0,APPLY
EQUIPO41,1,4,Equipamiento Fitness,futbol,0,APPLY
EQUIPO42,1,4,Equipamiento Fitness,futbol,0,APPLY
20112EQU,1,4,Equipamiento Fitness,futbol,0,APPLY
20113EQU,1,4,Equipamiento Fitness,futbol,0,APPLY
20114EQU,1,4,Equipamiento Fitness,futbol,0,APPLY
20115EQU,1,4,Equipamiento Fitness,futbol,0,APPLY
20116EQU,1,4,Equipamiento Fitness,futbol,0,APPLY
20117EQU,1,4,Equipamiento Fitness,futbol,0,APPLY
20118EQU,1,4,Equipamiento Fitness,futbol,0,APPLY
20119EQU,1,4,Equipamiento Fitness,futbol,0,APPLY
20120EQU,1,4,Equipamiento Fitness,futbol,0,APPLY
2012EQU,1,4,Equipamiento Fitness,futbol,0,APPLY
EQUIPO986,1,4,Equipamiento Fitness,futbol,0,APPLY
87937969KL,1,4,Equipamiento Fitness,futbol,0,APPLY
SP0284-331,1,7,Zapatillas,futbol,0,APPLY
SP0284-671,1,7,Zapatillas,futbol,0,APPLY
538128-014,1,19,Zapatillas,futbol,0,APPLY
651632-170,1,9,Zapatillas,futbol,0,APPLY
651632-650,1,9,Zapatillas,futbol,0,APPLY
651632-690,1,9,Zapatillas,futbol,0,APPLY
651632-760,1,9,Zapatillas,futbol,0,APPLY
651632-800,1,9,Zapatillas,futbol,0,APPLY
651646-060,1,19,Zapatillas,futbol,0,APPLY
651646-170,1,9,Zapatillas,futbol,0,APPLY
651646-650,1,9,Zapatillas,futbol,0,APPLY
651646-660,1,9,Zapatillas,futbol,0,APPLY
651646-690,1,9,Zapatillas,futbol,0,APPLY
651646-760,1,9,Zapatillas,futbol,0,APPLY
651646-800,1,9,Zapatillas,futbol,0,APPLY
651649-440,1,19,Zapatillas,futbol,0,APPLY
651647-107,3,19,Zapatillas,futbol,0,APPLY
725249-018,1,19,Zapatillas,futbol,0,APPLY
555447-003,1,9,Zapatillas,futbol,0,APPLY
555447-103,1,9,Zapatillas,futbol,0,APPLY
555447-380,1,9,Zapatillas,futbol,0,APPLY
555447-474,1,9,Zapatillas,futbol,0,APPLY
555447-570,1,9,Zapatillas,futbol,0,APPLY
555447-703,1,9,Zapatillas,futbol,0,APPLY
555608-703,1,19,Zapatillas,futbol,0,APPLY
441985-547,1,9,Zapatillas,futbol,0,APPLY
651649-107,2,19,Zapatillas,futbol,0,APPLY
831969-870,1,9,Zapatillas,futbol,0,APPLY
831971-870,1,19,Zapatillas,futbol,0,APPLY
903609-616,1,9,Zapatillas,futbol,0,APPLY
903612-401,1,19,Zapatillas,futbol,0,APPLY
903614-616,3,19,Zapatillas,futbol,0,APPLY
580481-174,1,9,Zapatillas,futbol,0,APPLY
442005-754,1,9,Zapatillas,futbol,0,APPLY
555613-010,1,9,Zapatillas,futbol,0,APPLY
555613-103,1,9,Zapatillas,futbol,0,APPLY
555613-380,1,9,Zapatillas,futbol,0,APPLY
555613-474,1,9,Zapatillas,futbol,0,APPLY
555613-635,1,9,Zapatillas,futbol,0,APPLY
555613-708,1,9,Zapatillas,futbol,0,APPLY
555613-778,1,9,Zapatillas,futbol,0,APPLY
555614-474,1,19,Zapatillas,futbol,0,APPLY
555614-570,1,19,Zapatillas,futbol,0,APPLY
555614-635,1,19,Zapatillas,futbol,0,APPLY
555614-708,1,19,Zapatillas,futbol,0,APPLY
555615-103,1,19,Zapatillas,futbol,0,APPLY
555615-380,1,19,Zapatillas,futbol,0,APPLY
555615-570,1,19,Zapatillas,futbol,0,APPLY
555615-635,1,19,Zapatillas,futbol,0,APPLY
555615-703,1,19,Zapatillas,futbol,0,APPLY
555615-474,1,19,Zapatillas,futbol,0,APPLY
555615-708,1,19,Zapatillas,futbol,0,APPLY
555615-778,1,19,Zapatillas,futbol,0,APPLY
555639-474,1,19,Zapatillas,futbol,0,APPLY
555639-570,1,19,Zapatillas,futbol,0,APPLY
555639-635,1,19,Zapatillas,futbol,0,APPLY
555639-708,1,19,Zapatillas,futbol,0,APPLY
580471-174,1,19,Zapatillas,futbol,0,APPLY
580471-403,2,19,Zapatillas,futbol,0,APPLY
580481-403,1,9,Zapatillas,futbol,0,APPLY
651617-690,1,19,Zapatillas,futbol,0,APPLY
684867-014,1,19,Zapatillas,futbol,0,APPLY
684878-014,1,9,Zapatillas,futbol,0,APPLY
831968-801,1,19,Zapatillas,futbol,0,APPLY
030638 02,1,7,Zapatillas,futbol,0,APPLY
040976 01,1,7,Zapatillas,futbol,0,APPLY
041022 02,1,7,Zapatillas,futbol,0,APPLY
082235 01,1,9,Zapatillas,futbol,0,APPLY
082737 41,1,9,Zapatillas,futbol,0,APPLY
082229 01,1,9,Zapatillas,futbol,0,APPLY
082229 15,1,9,Zapatillas,futbol,0,APPLY
082232 15,1,9,Zapatillas,futbol,0,APPLY
082235 15,1,9,Zapatillas,futbol,0,APPLY
082564 21,1,9,Zapatillas,futbol,0,APPLY
082564 23,1,9,Zapatillas,futbol,0,APPLY
082554 01,1,9,Zapatillas,futbol,0,APPLY
082554 31,1,9,Zapatillas,futbol,0,APPLY
082563 42,1,9,Zapatillas,futbol,0,APPLY
082566 31,1,19,Zapatillas,futbol,0,APPLY
082567 01,1,9,Zapatillas,futbol,0,APPLY
082595 31,2,9,Zapatillas,futbol,0,APPLY
082596 03,1,9,Zapatillas,futbol,0,APPLY
082596 04,1,9,Zapatillas,futbol,0,APPLY
103220 07,1,9,Zapatillas,futbol,0,APPLY
103223 01,1,19,Zapatillas,futbol,0,APPLY
103223 05,1,19,Zapatillas,futbol,0,APPLY
103215 01,1,9,Zapatillas,futbol,0,APPLY
104198 01,2,9,Zapatillas,futbol,0,APPLY
103539 01,1,19,Zapatillas,futbol,0,APPLY
103540 01,1,19,Zapatillas,futbol,0,APPLY
104458 01,1,9,Zapatillas,futbol,0,APPLY
082233 01,1,9,Zapatillas,futbol,0,APPLY
103220 01,1,9,Zapatillas,futbol,0,APPLY
103536 01,1,19,Zapatillas,futbol,0,APPLY
2831,1,2,Zapatos de Vestir,vestir,0,APPLY
3462,2,2,Zapatos de Vestir,vestir,0,APPLY
3723,2,2,Zapatos de Vestir,vestir,0,APPLY
3950,3,2;41;54,Zapatos de Vestir,vestir,0,APPLY
4284,2,2;9,Zapatos de Vestir,vestir,0,APPLY
4580,1,2,Zapatos de Vestir,vestir,0,APPLY
4582,1,2,Zapatos de Vestir,vestir,0,APPLY
4735,1,2,Zapatos de Vestir,vestir,0,APPLY
4759,1,2,Zapatos de Vestir,vestir,0,APPLY
4938,2,2;63,Zapatos de Vestir,vestir,0,APPLY
4966,1,2,Zapatos de Vestir,vestir,0,APPLY
5051,1,2,Zapatos de Vestir,vestir,0,APPLY
5340,1,2,Zapatos de Vestir,vestir,0,APPLY
5341,2,2,Zapatos de Vestir,vestir,0,APPLY
6283,2,2;63,Zapatos de Vestir,vestir,0,APPLY
8130,1,2,Zapatos de Vestir,vestir,0,APPLY
8805,1,2,Zapatos de Vestir,vestir,0,APPLY
8809,1,2,Zapatos de Vestir,vestir,0,APPLY
2885,1,2,Zapatos de Vestir,vestir,0,APPLY
3170,1,2,Zapatos de Vestir,vestir,0,APPLY
4752,1,2,Zapatos de Vestir,vestir,0,APPLY
4936,1,2,Zapatos de Vestir,vestir,0,APPLY
5250,1,2,Zapatos de Vestir,vestir,0,APPLY
3722,1,2,Zapatos de Vestir,vestir,0,APPLY
3613,1,2,Zapatos de Vestir,vestir,0,APPLY
5802,1,2,Zapatos de Vestir,vestir,0,APPLY
9137,1,2,Zapatos de Vestir,vestir,0,APPLY
6729,1,2,Zapatos de Vestir,vestir,0,APPLY
599075-303,1,9,Zapatillas,futbol,0,APPLY
599075-570,1,9,Zapatillas,futbol,0,APPLY
599730-800,1,9,Zapatillas,futbol,0,APPLY
599809-107,1,9,Zapatillas,futbol,0,APPLY
599809-303,1,9,Zapatillas,futbol,0,APPLY
599809-700,1,9,Zapatillas,futbol,0,APPLY
599844-148,1,19,Zapatillas,futbol,0,APPLY
599844-303,1,19,Zapatillas,futbol,0,APPLY
599844-570,1,19,Zapatillas,futbol,0,APPLY
599844-690,1,19,Zapatillas,futbol,0,APPLY
599844-700,1,19,Zapatillas,futbol,0,APPLY
599844-800,1,19,Zapatillas,futbol,0,APPLY
599846-148,1,9,Zapatillas,futbol,0,APPLY
599846-303,1,9,Zapatillas,futbol,0,APPLY
599846-570,1,9,Zapatillas,futbol,0,APPLY
599846-690,1,9,Zapatillas,futbol,0,APPLY
599846-700,1,9,Zapatillas,futbol,0,APPLY
599846-800,1,9,Zapatillas,futbol,0,APPLY
852545-001,1,19,Zapatillas,futbol,0,APPLY
852545-104,1,19,Zapatillas,futbol,0,APPLY
852545-308,1,19,Zapatillas,futbol,0,APPLY
599844-107,1,19,Zapatillas,futbol,0,APPLY
917764-616,1,9,Zapatillas,futbol,0,APPLY
852545-616,1,19,Zapatillas,futbol,0,APPLY
852545-801,1,19,Zapatillas,futbol,0,APPLY
917769-616,1,19,Zapatillas,futbol,0,APPLY
G91046,1,7,Zapatillas,futbol,0,APPLY
M33977,1,7,Zapatillas,futbol,0,APPLY
GW2278,2,2,Zapatillas,futbol,0,APPLY
GW9999,2,2,Zapatillas,futbol,0,APPLY
BB9084A,1,19,Zapatillas,futbol,0,APPLY
EE9134,2,9,Zapatillas,futbol,0,APPLY
G83964,1,9,Zapatillas,futbol,0,APPLY
G83967,1,9,Zapatillas,futbol,0,APPLY
M20614,1,19,Zapatillas,futbol,0,APPLY
BB8111,2,9,Zapatillas,futbol,0,APPLY
BB8112,2,9,Zapatillas,futbol,0,APPLY
BB9084,2,19,Zapatillas,futbol,0,APPLY
BC0555,3,19,Zapatillas,futbol,0,APPLY
D97962,2,9,Zapatillas,futbol,0,APPLY
D97969,2,9,Zapatillas,futbol,0,APPLY
DB1997,2,9,Zapatillas,futbol,0,APPLY
DB1999,1,9,Zapatillas,futbol,0,APPLY
DB2003,2,9,Zapatillas,futbol,0,APPLY
DB2135,1,19,Zapatillas,futbol,0,APPLY
F35594,1,9,Zapatillas,futbol,0,APPLY
F35626,2,9,Zapatillas,futbol,0,APPLY
F35627,2,19,Zapatillas,futbol,0,APPLY
BQ5451-001,3,1,Zapatillas,urbano,0,APPLY
BQ5448-001,8,1,Zapatillas,urbano,0,APPLY
AT4662-001,2,1,Zapatillas,urbano,0,APPLY
BQ5448-007,2,1,Zapatillas,urbano,0,APPLY
BQ5448-120,2,1,Zapatillas,urbano,0,APPLY
BQ5448-403,2,1,Zapatillas,urbano,0,APPLY
BQ5451-002,2,1,Zapatillas,urbano,0,APPLY
BQ5451-003,2,1,Zapatillas,urbano,0,APPLY
BQ5451-012,3,1,Zapatillas,urbano,0,APPLY
BQ5451-014,5,1,Zapatillas,urbano,0,APPLY
BQ5451-100,12,1,Zapatillas,urbano,0,APPLY
BQ5451-114,2,1,Zapatillas,urbano,0,APPLY
BQ5451-120,2,1,Zapatillas,urbano,0,APPLY
BQ5451-200,3,1,Zapatillas,urbano,0,APPLY
BQ5451-403,2,1,Zapatillas,urbano,0,APPLY
BQ5453-001,5,1,Zapatillas,urbano,0,APPLY
BQ5453-002,2,1,Zapatillas,urbano,0,APPLY
BQ5453-012,3,1,Zapatillas,urbano,0,APPLY
BQ5453-114,2,1,Zapatillas,urbano,0,APPLY
BQ5453-120,2,1,Zapatillas,urbano,0,APPLY
BQ5453-403,3,1,Zapatillas,urbano,0,APPLY
DM0839-600,2,1,Zapatillas,urbano,0,APPLY
CA100007W,3,1,Zapatillas,urbano,0,APPLY
CP101236Y,4,1,Zapatillas,urbano,0,APPLY
CA100005W,6,1,Zapatillas,urbano,0,APPLY
CP101240M,4,1,Zapatillas,urbano,0,APPLY
CA100001W,2,1,Zapatillas,urbano,0,APPLY
CA100006W,5,1,Zapatillas,urbano,0,APPLY
CA100008W,5,1,Zapatillas,urbano,0,APPLY
CA100072M,4,1,Zapatillas,urbano,0,APPLY
CA100073M,3,1,Zapatillas,urbano,0,APPLY
CA100080M,4,1,Zapatillas,urbano,0,APPLY
CA100080Y,5,1,Zapatillas,urbano,0,APPLY
CA100081Y,2,1,Zapatillas,urbano,0,APPLY
CA100082Y,2,1,Zapatillas,urbano,0,APPLY
CP101235M,5,1,Zapatillas,urbano,0,APPLY
CP101235Y,3,1,Zapatillas,urbano,0,APPLY
CP101240Y,4,1,Zapatillas,urbano,0,APPLY
CP101241Y,3,1,Zapatillas,urbano,0,APPLY
CP101243M,3,1,Zapatillas,urbano,0,APPLY
CP101243Y,3,1,Zapatillas,urbano,0,APPLY
CP101244Y,3,1,Zapatillas,urbano,0,APPLY
CP101245Y,2,1,Zapatillas,urbano,0,APPLY
ATWOOD Z,1,1,Zapatillas,skate,0,APPLY
VN-0K2UDDC,2,1,Zapatillas,skate,0,APPLY
VN-0K5186,1,1,Zapatillas,skate,0,APPLY
VN-0K5187,1,1,Zapatillas,skate,0,APPLY
VN-0KC44,1,1,Zapatillas,skate,0,APPLY
VN-0KC47,1,1,Zapatillas,skate,0,APPLY
VN-0NJO186,1,1,Zapatillas,skate,0,APPLY
VN-0TUY1,1,1,Zapatillas,skate,0,APPLY
VN-0TUY186,1,1,Zapatillas,skate,0,APPLY
VN-0TUY187,1,1,Zapatillas,skate,0,APPLY
VN-0TUYD8E,1,1,Zapatillas,skate,0,APPLY
VN-0UDM8IZ,1,1,Zapatillas,skate,0,APPLY
VN-0UDM9T6,1,1,Zapatillas,skate,0,APPLY
VN-0UDTDDU,1,1,Zapatillas,skate,0,APPLY
VN-0XBOFN8,1,1,Zapatillas,skate,0,APPLY
VN00015GK89,1,1,Zapatillas,skate,0,APPLY
VN000ZUNK34,1,1,Zapatillas,skate,0,APPLY
VN000ZUNK37,1,1,Zapatillas,skate,0,APPLY
VN-0U4IALZ,1,1,Zapatillas,skate,0,APPLY
VN-0U4IAME,1,1,Zapatillas,skate,0,APPLY
ZVATWOOD LOW,4,1,Zapatillas,skate,0,APPLY
721,2,19,Zapatillas,"futbol,sala",0,APPLY
AGUIW,1,9,Zapatillas,"futbol,sala",0,APPLY
AGUIW818,1,19,Zapatillas,"futbol,sala",0,APPLY
CHAJW704,1,19,Zapatillas,"futbol,sala",0,APPLY
CHAJW709,1,19,Zapatillas,"futbol,sala",0,APPLY
DRIJW704,2,19,Zapatillas,"futbol,sala",0,APPLY
DRIS802,2,19,Zapatillas,"futbol,sala",0,APPLY
DRIW720,2,19,Zapatillas,"futbol,sala",0,APPLY
DRIW721,2,19,Zapatillas,"futbol,sala",0,APPLY
MAXW701,1,19,Zapatillas,"futbol,sala",0,APPLY
MAXW704,1,19,Zapatillas,"futbol,sala",0,APPLY
MAXW801,1,19,Zapatillas,"futbol,sala",0,APPLY
N-10W704,1,19,Zapatillas,"futbol,sala",0,APPLY
N-10W711,1,19,Zapatillas,"futbol,sala",0,APPLY
N10721,2,9,Zapatillas,"futbol,sala",0,APPLY
N10831,2,9,Zapatillas,"futbol,sala",0,APPLY
TACS802,2,19,Zapatillas,"futbol,sala",0,APPLY
TACS811,2,19,Zapatillas,"futbol,sala",0,APPLY
TACW703,1,19,Zapatillas,"futbol,sala",0,APPLY
TOLIS803,2,19,Zapatillas,"futbol,sala",0,APPLY
TOLIW704,1,19,Zapatillas,"futbol,sala",0,APPLY
ZF4003,1,1,Zapatillas,urbano,0,APPLY
ZF4024,1,1,Zapatillas,urbano,0,APPLY
ZF4026,1,1,Zapatillas,urbano,0,APPLY
ZF4027,1,1,Zapatillas,urbano,0,APPLY
ZF4211,1,1,Zapatillas,urbano,0,APPLY
ZF4213,1,1,Zapatillas,urbano,0,APPLY
ZF4214,1,1,Zapatillas,urbano,0,APPLY
ZM4106,1,1,Zapatillas,urbano,0,APPLY
ZM4107,1,1,Zapatillas,urbano,0,APPLY
ZM4208,1,1,Zapatillas,urbano,0,APPLY
ZM4249,1,1,Zapatillas,urbano,0,APPLY
ZM4253,1,1,Zapatillas,urbano,0,APPLY
ZF3659,1,1,Zapatillas,urbano,0,APPLY
ZF3660,1,1,Zapatillas,urbano,0,APPLY
ZF3703,1,1,Zapatillas,urbano,0,APPLY
ZF3801,1,1,Zapatillas,urbano,0,APPLY
ZF3722,1,1,Zapatillas,urbano,0,APPLY
ZM3819,1,1,Zapatillas,urbano,0,APPLY
ZM3818,1,1,Zapatillas,urbano,0,APPLY
ZM3902,1,1,Zapatillas,urbano,0,APPLY
454309-013,1,9,Zapatillas,futbol,0,APPLY
454309-105,1,9,Zapatillas,futbol,0,APPLY
454309-108,1,9,Zapatillas,futbol,0,APPLY
454309-130,1,9,Zapatillas,futbol,0,APPLY
454309-177,1,9,Zapatillas,futbol,0,APPLY
454309-419,1,9,Zapatillas,futbol,0,APPLY
454309-618,1,9,Zapatillas,futbol,0,APPLY
454309-703,1,9,Zapatillas,futbol,0,APPLY
454314-010,1,19,Zapatillas,futbol,0,APPLY
454314-105,1,19,Zapatillas,futbol,0,APPLY
454314-108,1,19,Zapatillas,futbol,0,APPLY
454314-160,1,19,Zapatillas,futbol,0,APPLY
454314-419,1,19,Zapatillas,futbol,0,APPLY
454314-618,1,19,Zapatillas,futbol,0,APPLY
454314-703,1,19,Zapatillas,futbol,0,APPLY
454309-160,1,9,Zapatillas,futbol,0,APPLY
454336-018,1,9,Zapatillas,futbol,0,APPLY
6180,1,9,Zapatillas,futbol,0,APPLY
7610,2,5;19,Zapatillas,futbol,0,APPLY
454309-140,1,9,Zapatillas,futbol,0,APPLY
ZVERAU,3,1,Zapatillas,skate,0,APPLY
ZVAUTHENTIC,1,1,Zapatillas,skate,0,APPLY
ZV106VULCANIZED,4,1,Zapatillas,skate,0,APPLY
ZVATWOOD M,7,1,Zapatillas,skate,0,APPLY
ZVATWOOD M MID,2,1,Zapatillas,skate,0,APPLY
ZVATWOOD W,2,1,Zapatillas,skate,0,APPLY
ZVAUTHENLOPRO,1,1,Zapatillas,skate,0,APPLY
ZVAUTHENLOPRO U,4,1,Zapatillas,skate,0,APPLY
ZVAUTHENTIC LP,2,1,Zapatillas,skate,0,APPLY
ZVAUTHENTIC U,4,1,Zapatillas,skate,0,APPLY
ZVERA,1,1,Zapatillas,skate,0,APPLY
ZVERA1,1,1,Zapatillas,skate,0,APPLY
ZVFAUTHENTIC,1,1,Zapatillas,skate,0,APPLY
ZVLACRIPTADMID M,2,1,Zapatillas,skate,0,APPLY
ZVLACRIPTADOS M,1,1,Zapatillas,skate,0,APPLY
ZVMADERO U,1,1,Zapatillas,skate,0,APPLY
ZVOLDSKOOL,1,1,Zapatillas,skate,0,APPLY
ZVOLDSKOOL U,1,1,Zapatillas,skate,0,APPLY
ZVZAPDELBARCO U,1,1,Zapatillas,skate,0,APPLY
631289-418,1,19,Zapatillas,"futbol,sala",0,APPLY
631289-858,1,19,Zapatillas,"futbol,sala",0,APPLY
819233-004,1,9,Zapatillas,"futbol,sala",0,APPLY
819233-108,1,19,Zapatillas,"futbol,sala",0,APPLY
819233-443,1,9,Zapatillas,"futbol,sala",0,APPLY
819237-001,1,19,Zapatillas,"futbol,sala",0,APPLY
819237-004,1,19,Zapatillas,"futbol,sala",0,APPLY
819237-010,1,19,Zapatillas,"futbol,sala",0,APPLY
819233-307,1,19,Zapatillas,"futbol,sala",0,APPLY
819237-307,1,19,Zapatillas,"futbol,sala",0,APPLY
819237-103,1,19,Zapatillas,"futbol,sala",0,APPLY
819237-108,1,19,Zapatillas,"futbol,sala",0,APPLY
819237-707,1,19,Zapatillas,"futbol,sala",0,APPLY
897759-002,1,9,Zapatillas,"futbol,sala",0,APPLY
897759-008,1,9,Zapatillas,"futbol,sala",0,APPLY
897770-008,1,19,Zapatillas,"futbol,sala",0,APPLY
897770-002,1,19,Zapatillas,"futbol,sala",0,APPLY
631289-007,1,19,Zapatillas,"futbol,sala",0,APPLY
897759-616,1,9,Zapatillas,"futbol,sala",0,APPLY
7005-329-11506,2,1,Zapatos de Vestir,vestir,0,APPLY
2507-100-13096,2,1,Zapatos de Vestir,vestir,0,APPLY
2507-100-11950,1,1,Zapatos de Vestir,vestir,0,APPLY
5156-439-11803,1,1,Zapatos de Vestir,vestir,0,APPLY
5230-325-5881,1,1,Zapatos de Vestir,vestir,0,APPLY
7005-329-12391,2,1,Zapatos de Vestir,vestir,0,APPLY
2507-100-11950-23146,1,1,Zapatos de Vestir,vestir,0,APPLY
2507-100-13096-17105,1,1,Zapatos de Vestir,vestir,0,APPLY
5156-439-11803-15787,1,1,Zapatos de Vestir,vestir,0,APPLY
5230-325-5881-15745,1,1,Zapatos de Vestir,vestir,0,APPLY
5314-206-11364-42448,1,1,Zapatos de Vestir,vestir,0,APPLY
5263-201-12701-37,1,1,Zapatos de Vestir,vestir,0,APPLY
7005-311-10585-29926,1,1,Zapatos de Vestir,vestir,0,APPLY
7005-329-11506-29452,1,1,Zapatos de Vestir,vestir,0,APPLY
7005-329-12391-1574,1,1,Zapatos de Vestir,vestir,0,APPLY
5314-206-11364,1,1,Zapatos de Vestir,vestir,0,APPLY
5263-201-12701,1,1,Zapatos de Vestir,vestir,0,APPLY
7005-311-10585,1,1,Zapatos de Vestir,vestir,0,APPLY
831969-002,1,9,Zapatillas,futbol,0,APPLY
831969-006,1,9,Zapatillas,futbol,0,APPLY
831969-585,1,9,Zapatillas,futbol,0,APPLY
831969-616,1,9,Zapatillas,futbol,0,APPLY
831969-801,1,9,Zapatillas,futbol,0,APPLY
831971-006,1,9,Zapatillas,futbol,0,APPLY
831971-303,1,9,Zapatillas,futbol,0,APPLY
831971-585,1,9,Zapatillas,futbol,0,APPLY
831971-601,1,9,Zapatillas,futbol,0,APPLY
831971-616,1,19,Zapatillas,futbol,0,APPLY
831971-002,1,19,Zapatillas,futbol,0,APPLY
852534-001,1,9,Zapatillas,futbol,0,APPLY
852534-376,1,9,Zapatillas,futbol,0,APPLY
852535-401,1,9,Zapatillas,futbol,0,APPLY
921519-400,1,19,Zapatillas,futbol,0,APPLY
651649-580,2,19,Zapatillas,futbol,0,APPLY
831971-801,1,19,Zapatillas,futbol,0,APPLY
852534-401,1,9,Zapatillas,futbol,0,APPLY
ZM3753,1,1,Zapatillas,urbano,0,APPLY
ZF4019,1,1,Zapatillas,urbano,0,APPLY
ZF4020,1,1,Zapatillas,urbano,0,APPLY
ZF4021,1,1,Zapatillas,urbano,0,APPLY
ZF4102,1,1,Zapatillas,urbano,0,APPLY
ZM4000,1,1,Zapatillas,urbano,0,APPLY
ZM4101,1,1,Zapatillas,urbano,0,APPLY
ZM4102,1,1,Zapatillas,urbano,0,APPLY
ZM4200,1,1,Zapatillas,urbano,0,APPLY
ZF3645,1,1,Zapatillas,urbano,0,APPLY
ZF3646,1,1,Zapatillas,urbano,0,APPLY
ZF3720,1,1,Zapatillas,urbano,0,APPLY
ZF3800,1,1,Zapatillas,urbano,0,APPLY
ZM3651,1,1,Zapatillas,urbano,0,APPLY
ZM3824,1,1,Zapatillas,urbano,0,APPLY
