articulo,productos_afectados,cat_antes(ids),cat_despues,especialidades,genero_migrado,accion
PX002AP04R-F6,3,1,Botas,urbano,0,APPLY
PX018AP04R-F6,1,1,Botas,urbano,0,APPLY
PX018AP075-F6,2,1,Botas,urbano,0,APPLY
PX019APOPT-F6,2,1,Botas,urbano,0,APPLY
2002,4,7;56;64,Zapatos de Vestir,oficial,0,APPLY
0330,7,1,Pantuflas,descanso,0,APPLY
307-02,4,1,Pantuflas,descanso,0,APPLY
307-16,3,1,Pantuflas,descanso,0,APPLY
108-00,2,1,Pantuflas,descanso,0,APPLY
171,4,1,Pantuflas,descanso,0,APPLY
1000000,1,1,Pantuflas,descanso,0,APPLY
50000,1,1,Pantuflas,descanso,0,APPLY
108-02,2,1,Pantuflas,descanso,0,APPLY
AZ210011348-C91,3,1,Sandalias y Chalas,urbano,0,APPLY
AZ210011344-033,3,1,Sandalias y Chalas,urbano,0,APPLY
AZ210011348-411,3,1,Sandalias y Chalas,urbano,0,APPLY
AZ210011338-P07,6,1,Sandalias y Chalas,urbano,0,APPLY
AZ210011344-411,3,1,Sandalias y Chalas,urbano,0,APPLY
AZ210011196-411,3,1,Sandalias y Chalas,urbano,0,APPLY
AZ210011353-411,2,1,Sandalias y Chalas,urbano,0,APPLY
AZ210011108-411,2,1,Sandalias y Chalas,urbano,0,APPLY
AZ210011353-756,2,1,Sandalias y Chalas,urbano,0,APPLY
AZ210011349-411,2,1,Sandalias y Chalas,urbano,0,APPLY
AZ210011323-764,2,1,Sandalias y Chalas,urbano,0,APPLY
AZ210011383-411,2,1,Sandalias y Chalas,urbano,0,APPLY
AZ54011251-NR0,2,1,Sandalias y Chalas,urbano,0,APPLY
281-9983,4,1,Sandalias y Chalas,urbano,0,APPLY
AZ210011383-PAT,2,1,Sandalias y Chalas,urbano,0,APPLY
AZ210011303-520,3,1,Sandalias y Chalas,urbano,0,APPLY
381-5735,4,1,Sandalias y Chalas,urbano,0,APPLY
AZ210011302-N17,2,1,Sandalias y Chalas,urbano,0,APPLY
181-9983,5,1,Sandalias y Chalas,urbano,0,APPLY
AZ210011323-411,2,1,Sandalias y Chalas,urbano,0,APPLY
AZ29301141-GNC,2,1,Sandalias y Chalas,urbano,0,APPLY
AZ210011302-411,3,1,Sandalias y Chalas,urbano,0,APPLY
AZ210011306-411,3,1,Sandalias y Chalas,urbano,0,APPLY
AZ210011338-411,2,1,Sandalias y Chalas,urbano,0,APPLY
281-6730,2,1,Sandalias y Chalas,urbano,0,APPLY
AZ254011275-411,2,1,Sandalias y Chalas,urbano,0,APPLY
GHEZ,6,1,Sandalias y Chalas,urbano,0,APPLY
AZ210011337-520,2,1,Sandalias y Chalas,urbano,0,APPLY
281-2983,4,1,Sandalias y Chalas,urbano,0,APPLY
AZ205011949-N11,3,1,Sandalias y Chalas,urbano,0,APPLY
AZ254011272-WAP,2,1,Sandalias y Chalas,urbano,0,APPLY
AZ210011289-XW1,2,1,Sandalias y Chalas,urbano,0,APPLY
AZ210011337-411,2,1,Sandalias y Chalas,urbano,0,APPLY
AZ254011172-085,2,1,Sandalias y Chalas,urbano,0,APPLY
AZ254011265-411,2,1,Sandalias y Chalas,urbano,0,APPLY
RF-03422,2,1,Botas,urbano,0,APPLY
281-5735,3,1,Sandalias y Chalas,urbano,0,APPLY
281-9735,2,1,Sandalias y Chalas,urbano,0,APPLY
AZ2050111117-1MX,2,1,Sandalias y Chalas,urbano,0,APPLY
AZ210011306-X21,3,1,Sandalias y Chalas,urbano,0,APPLY
AZ2050111145-411,2,1,Sandalias y Chalas,urbano,0,APPLY
AZ2050111145-520,2,1,Sandalias y Chalas,urbano,0,APPLY
AZ210011303-411,3,1,Sandalias y Chalas,urbano,0,APPLY
254-0222,2,1,Sandalias y Chalas,"urbano,oficial",0,APPLY
289-2166,2,1,Zapatillas,urbano,0,APPLY
301-1000,4,1,Sandalias y Chalas,urbano,0,APPLY
RF-08002,2,1,Sandalias y Chalas,urbano,0,APPLY
RF-08053,2,1,Sandalias y Chalas,urbano,0,APPLY
RF-08062,2,1,Sandalias y Chalas,urbano,0,APPLY
3311,1,1,Sandalias y Chalas,urbano,0,APPLY
332-0613,1,1,Sandalias y Chalas,urbano,0,APPLY
332-0020,1,1,Sandalias y Chalas,urbano,0,APPLY
332-0311,3,1,Sandalias y Chalas,urbano,0,APPLY
332-6012,1,1,Sandalias y Chalas,urbano,0,APPLY
384-0051,4,1,Danza,urbano,0,APPLY
384-0221,2,1,Danza,urbano,0,APPLY
384-0225,6,1,Danza,urbano,0,APPLY
WILHELM,3,1,Sandalias y Chalas,urbano,0,APPLY
ZM2001152112M,3,1,Sandalias y Chalas,urbano,0,APPLY
ZM2001162102M,5,1,Sandalias y Chalas,urbano,0,APPLY
ZM2001182102M,5,1,Sandalias y Chalas,urbano,0,APPLY
ZM2001232112M,5,1,Sandalias y Chalas,urbano,0,APPLY
ZM5362002102M,5,1,Sandalias y Chalas,urbano,0,APPLY
701-0343,1,1,Sandalias y Chalas,urbano,0,APPLY
731-6006,2,1,Sandalias y Chalas,urbano,0,APPLY
AZ254011272-411,2,1,Sandalias y Chalas,urbano,0,APPLY
181-2983,2,1,Sandalias y Chalas,urbano,0,APPLY
181-5735,3,1,Sandalias y Chalas,urbano,0,APPLY
181-6730,2,1,Sandalias y Chalas,urbano,0,APPLY
181-9730,2,1,Sandalias y Chalas,urbano,0,APPLY
181-9735,4,1,Sandalias y Chalas,urbano,0,APPLY
DUNNANT,6,1,Sandalias y Chalas,urbano,0,APPLY
ET4101419373,3,1,Sandalias y Chalas,urbano,0,APPLY
ET4101419460,2,1,Sandalias y Chalas,urbano,0,APPLY
ET4101419617,2,1,Sandalias y Chalas,urbano,0,APPLY
ET4101451602,2,1,Sandalias y Chalas,urbano,0,APPLY
GLUCK,3,1,Sandalias y Chalas,urbano,0,APPLY
MELANIE,2,1,Sandalias y Chalas,urbano,0,APPLY
729-5030,1,1,Sandalias y Chalas,urbano,0,APPLY
AZ210011133,2,1,Sandalias y Chalas,urbano,0,APPLY
AZ254011172-411,2,1,Sandalias y Chalas,urbano,0,APPLY
AZ254011172-553,2,1,Sandalias y Chalas,urbano,0,APPLY
RF-003060BGU,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-003060MUS,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-003060NGW,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-003191BGE,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-003191WHI,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-003261BGM,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-003261BTA,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-003261BWE,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-003261REW,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-003261SKB,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-003351BLA,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-003351BRO,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-003422BLA,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-003422BRO,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-003501BLA,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-003501BRO,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-003501GRE,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-008002BLW,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-008002MST,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-008172BLA,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-008172RED,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-03113BRI,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-03113SKY,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-03123,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-03134GR2,2,1,Sandalias y Chalas,urbano,0,APPLY
RF-03142BLA,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-03213,3,1,Sandalias y Chalas,urbano,0,APPLY
RF-03261LTA,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-03402RED,2,1,Sandalias y Chalas,urbano,0,APPLY
RF-03422BRO,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-03422GRE,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-03442,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-03442BLA,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-03442DES,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-03442TAN,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-03501BON,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-03501GRE,1,1,Sandalias y Chalas,urbano,0,APPLY
RF003595BGU,2,1,Sandalias y Chalas,urbano,0,APPLY
RF03213CGR,2,1,Sandalias y Chalas,urbano,0,APPLY
ZVAUTHENTIC T,3,1,Zapatillas,urbano,0,APPLY
731-0006,2,1,Sandalias y Chalas,urbano,0,APPLY
RF-03053BLA,1,1,Sandalias y Chalas,urbano,0,APPLY
RF-03053BOB,1,1,Sandalias y Chalas,urbano,0,APPLY
281-9730,3,1,Sandalias y Chalas,urbano,0,APPLY
731-0051,2,1,Sandalias y Chalas,urbano,0,APPLY
AZ2050111117-411,3,1,Sandalias y Chalas,urbano,0,APPLY
AZ205011949-645,2,1,Sandalias y Chalas,urbano,0,APPLY
AZ210011150-411,3,1,Sandalias y Chalas,urbano,0,APPLY
AZ210011153-411,2,1,Sandalias y Chalas,urbano,0,APPLY
AZ210011216-033,2,1,Sandalias y Chalas,urbano,0,APPLY
AZ254011220-411,3,1,Sandalias y Chalas,urbano,0,APPLY
AZ254011260-411,2,1,Sandalias y Chalas,urbano,0,APPLY
ELINOR,4,1,Sandalias y Chalas,urbano,0,APPLY
ET4101419465,1,1,Sandalias y Chalas,urbano,0,APPLY
ET4101419979,1,1,Sandalias y Chalas,urbano,0,APPLY
LESSING,5,1,Sandalias y Chalas,urbano,0,APPLY
LOUISE,2,1,Sandalias y Chalas,urbano,0,APPLY
MOC,4,1,Mocasines,urbano,0,APPLY
RF-03142NAV,1,1,Sandalias y Chalas,urbano,0,APPLY
RFOA2X,1,1,Sandalias y Chalas,urbano,0,APPLY
RFOA2XM,1,1,Sandalias y Chalas,urbano,0,APPLY
RFOA2XMT,1,1,Sandalias y Chalas,urbano,0,APPLY
SABATIER,2,1,Sandalias y Chalas,urbano,0,APPLY
A16534C-001,4,1,Zapatillas,urbano,0,APPLY
168816C-001,3,1,Zapatillas,urbano,0,APPLY
A01716C-001,3,1,Zapatillas,urbano,0,APPLY
A00983C-014,5,1,Zapatillas,urbano,0,APPLY
166800C-001,5,1,Zapatillas,urbano,0,APPLY
166799C-102,4,1,Zapatillas,urbano,0,APPLY
A18961C-004,3,1,Zapatillas,urbano,0,APPLY
A10548C-053,3,1,Zapatillas,urbano,0,APPLY
168817C-102,4,1,Zapatillas,urbano,0,APPLY
A18960C-050,3,1,Zapatillas,urbano,0,APPLY
A10749C-403,3,1,Zapatillas,urbano,0,APPLY
768884C-427,2,1,Zapatillas,urbano,0,APPLY
561681C-001,2,1,Zapatillas,urbano,0,APPLY
672776C-102,4,1,Zapatillas,urbano,0,APPLY
A10547C-001,4,1,Zapatillas,urbano,0,APPLY
151041C-001,3,1,Zapatillas,urbano,0,APPLY
A10740C-001,3,1,Zapatillas,urbano,0,APPLY
A13378C-001,3,1,Zapatillas,urbano,0,APPLY
560845C-001,3,1,Zapatillas,urbano,0,APPLY
A00982C-400,4,1,Zapatillas,urbano,0,APPLY
772777C-496,6,1,Zapatillas,urbano,0,APPLY
A10392C-001,3,1,Zapatillas,urbano,0,APPLY
560250C-001,4,1,Zapatillas,urbano,0,APPLY
A10745C-403,3,1,Zapatillas,urbano,0,APPLY
A12975C-001,2,1,Zapatillas,urbano,0,APPLY
A12976C-102,2,1,Zapatillas,urbano,0,APPLY
A12528C-400,2,1,Zapatillas,urbano,0,APPLY
A01069C-001,3,1,Zapatillas,urbano,0,APPLY
A02818C-001,3,1,Zapatillas,urbano,0,APPLY
A06391C-452,3,1,Zapatillas,urbano,0,APPLY
A12332C-001,2,1,Zapatillas,urbano,0,APPLY
135253C-001,3,1,Zapatillas,urbano,0,APPLY
A15490C-001,2,1,Zapatillas,urbano,0,APPLY
A19335C-642,2,1,Zapatillas,urbano,0,APPLY
560251C-102,5,1,Zapatillas,urbano,0,APPLY
672775C-496,5,1,Zapatillas,urbano,0,APPLY
A15868C-001,2,1,Zapatillas,urbano,0,APPLY
A05218C-103,2,1,Zapatillas,urbano,0,APPLY
A08409C-508,2,1,Zapatillas,urbano,0,APPLY
A10385C-001,2,1,Zapatillas,urbano,0,APPLY
768426C-030,4,1,Zapatillas,urbano,0,APPLY
A08410C-508,3,1,Zapatillas,urbano,0,APPLY
A13077C-001,2,1,Zapatillas,urbano,0,APPLY
A15109C-001,2,1,Zapatillas,urbano,0,APPLY
A17682C-001,2,1,Zapatillas,urbano,0,APPLY
A19334C-483,2,1,Zapatillas,urbano,0,APPLY
A03228C-001,4,1,Zapatillas,urbano,0,APPLY
A04578C-102,3,1,Zapatillas,urbano,0,APPLY
A06390C-452,4,1,Zapatillas,urbano,0,APPLY
561680C-102,4,1,Zapatillas,urbano,0,APPLY
A04292C-007,2,1,Zapatillas,urbano,0,APPLY
763532C-001,7,1,Zapatillas,urbano,0,APPLY
A04577C-472,4,1,Zapatillas,urbano,0,APPLY
372836C-021,5,1,Zapatillas,urbano,0,APPLY
A01665C-001,4,1,Zapatillas,urbano,0,APPLY
A04826C-001,3,1,Zapatillas,urbano,0,APPLY
A12751C-001,2,1,Zapatillas,urbano,0,APPLY
A08862C-001,2,1,Zapatillas,urbano,0,APPLY
560846C-102,2,1,Zapatillas,urbano,0,APPLY
771508C-465,3,1,Zapatillas,urbano,0,APPLY
772764C-001,3,1,Zapatillas,urbano,0,APPLY
A02823C-102,3,1,Zapatillas,urbano,0,APPLY
A06310C-102,4,1,Zapatillas,urbano,0,APPLY
A08411C-410,3,1,Zapatillas,urbano,0,APPLY
A03834C-001,4,1,Zapatillas,urbano,0,APPLY
172799C-001,3,1,Zapatillas,urbano,0,APPLY
A01779C-001,3,1,Zapatillas,urbano,0,APPLY
665101C-651,3,1,Zapatillas,urbano,0,APPLY
665356C-001,6,1,Zapatillas,urbano,0,APPLY
A00805C-001,2,1,Zapatillas,urbano,0,APPLY
A02817C-084,4,1,Zapatillas,urbano,0,APPLY
372884C-102,2,1,Zapatillas,urbano,0,APPLY
663608C-001,6,1,Zapatillas,urbano,0,APPLY
A00809C-102,4,1,Zapatillas,urbano,0,APPLY
170082C-001,2,1,Zapatillas,urbano,0,APPLY
172800C-030,6,1,Zapatillas,urbano,0,APPLY
172893C-536,2,1,Zapatillas,urbano,0,APPLY
132173C-100,2,1,Zapatillas,urbano,0,APPLY
132174C-001,2,1,Zapatillas,urbano,0,APPLY
A03704C-001,6,1,Zapatillas,urbano,0,APPLY
671513C-001,5,1,Zapatillas,urbano,0,APPLY
671516C-322,4,1,Zapatillas,urbano,0,APPLY
672765C-021,5,1,Zapatillas,urbano,0,APPLY
768469C-543,4,1,Zapatillas,urbano,0,APPLY
771468C-685,2,1,Zapatillas,urbano,0,APPLY
771532C-102,4,1,Zapatillas,urbano,0,APPLY
771543C-001,3,1,Zapatillas,urbano,0,APPLY
772790C-102,5,1,Zapatillas,urbano,0,APPLY
865157C-102,3,1,Zapatillas,urbano,0,APPLY
A02820C-001,3,1,Zapatillas,urbano,0,APPLY
A02830C-001,5,1,Zapatillas,urbano,0,APPLY
A03705C-102,3,1,Zapatillas,urbano,0,APPLY
A04357C-102,3,1,Zapatillas,urbano,0,APPLY
A04688C-286,2,1,Zapatillas,urbano,0,APPLY
A11457C-403,3,1,Zapatillas,urbano,0,APPLY
A13787C-103,3,1,Zapatillas,urbano,0,APPLY
271716C-001,3,1,Zapatillas,urbano,0,APPLY
372837C-102,5,1,Zapatillas,urbano,0,APPLY
159627C-001,6,1,Zapatillas,urbano,0,APPLY
A02796C-001,4,1,Zapatillas,urbano,0,APPLY
170956C-102,3,1,Zapatillas,urbano,0,APPLY
172644C-102,2,1,Zapatillas,urbano,0,APPLY
172658C-281,2,1,Zapatillas,urbano,0,APPLY
A06508C-674,2,1,Zapatillas,urbano,0,APPLY
568497C-001,4,1,Zapatillas,urbano,0,APPLY
666917C-001,4,1,Zapatillas,urbano,0,APPLY
668422C-467,4,1,Zapatillas,urbano,0,APPLY
668472C-079,2,1,Zapatillas,urbano,0,APPLY
668475C-102,4,1,Zapatillas,urbano,0,APPLY
671507C-465,5,1,Zapatillas,urbano,0,APPLY
671531C-001,6,1,Zapatillas,urbano,0,APPLY
672762C-001,4,1,Zapatillas,urbano,0,APPLY
