articulo,productos_afectados,cat_antes(ids),cat_despues,especialidades,genero_migrado,accion
009283584030,2,7,Guantes,boxeo,0,DRY-RUN
009283584047,2,7,Guantes,boxeo,0,DRY-RUN
009283546014,2,7,Guantes,artesm,0,DRY-RUN
009283546038,3,7,Guantes,artesm,0,DRY-RUN
432R,2,7,Protecciones,descanso,0,DRY-RUN
485R,4,7,Protecciones,descanso,0,DRY-RUN
5208320402817,2,7,Guantes,descanso,0,DRY-RUN
5211501004007,3,7;42,Protecciones,descanso,0,DRY-RUN
009283516826,2,7,Guantes,artesm,0,DRY-RUN
1101075201,2,7,Protecciones,descanso,0,DRY-RUN
110165101,2,7,Protecciones,descanso,0,DRY-RUN
6440R,4,7,Protecciones,descanso,0,DRY-RUN
6566RF,8,7,Protecciones,descanso,0,DRY-RUN
6572,4,7,Protecciones,descanso,0,DRY-RUN
6577R,7,7,Protecciones,descanso,0,DRY-RUN
8411212109552,2,7,Guantes,trekking,0,DRY-RUN
868049025048,2,7,Guantes,trekking,0,DRY-RUN
195R,4,7,Protecciones,descanso,0,DRY-RUN
848049025031,2,7,Guantes,trekking,0,DRY-RUN
5205322,2,7,Protecciones,descanso,0,DRY-RUN
5208200014109,2,7,Protecciones,descanso,0,DRY-RUN
5208200014116,2,7,Protecciones,descanso,0,DRY-RUN
5208320401810,4,7;62,Guantes,descanso,0,DRY-RUN
5208320403814,4,7,Guantes,descanso,0,DRY-RUN
5208320404811,2,7,Guantes,descanso,0,DRY-RUN
521150100,4,7,Protecciones,descanso,0,DRY-RUN
5211501002003,2,7,Protecciones,descanso,0,DRY-RUN
5211501003000,2,7,Protecciones,descanso,0,DRY-RUN
5215100012012,2,7,Protecciones,descanso,0,DRY-RUN
5215100013019,2,7,Protecciones,descanso,0,DRY-RUN
5215200133013,3,7,Protecciones,descanso,0,DRY-RUN
60134845,2,7,Protecciones,descanso,0,DRY-RUN
645R,4,7,Protecciones,descanso,0,DRY-RUN
841212109569,4,7;41,Guantes,trekking,0,DRY-RUN
841212109590,2,7,Guantes,trekking,0,DRY-RUN
841212109606,2,7,Guantes,trekking,0,DRY-RUN
841212109613,2,7,Guantes,trekking,0,DRY-RUN
841212115263,2,7,Guantes,trekking,0,DRY-RUN
841212115270,2,7,Guantes,trekking,0,DRY-RUN
841212122384,3,7,Protecciones,descanso,0,DRY-RUN
841212125118,2,7,Guantes,descanso,0,DRY-RUN
841212125125,2,7,Guantes,descanso,0,DRY-RUN
841212125132,2,7,Guantes,descanso,0,DRY-RUN
841212125149,2,7,Guantes,descanso,0,DRY-RUN
843297104118,3,7,Guantes,descanso,0,DRY-RUN
843297104125,3,7,Guantes,descanso,0,DRY-RUN
848049025030,2,7,Guantes,trekking,0,DRY-RUN
848049025039,2,7,Guantes,trekking,0,DRY-RUN
848049042387,2,7,Guantes,descanso,0,DRY-RUN
848049048474,3,7,Guantes,trekking,0,DRY-RUN
848049048481,3,7,Guantes,trekking,0,DRY-RUN
858049046981,2,7,Guantes,training,0,DRY-RUN
86804902503,1,7,Guantes,trekking,0,DRY-RUN
868049025046,2,7,Guantes,trekking,0,DRY-RUN
868049025047,2,7,Guantes,trekking,0,DRY-RUN
868049025053,2,7,Guantes,trekking,0,DRY-RUN
868049025054,2,7,Guantes,trekking,0,DRY-RUN
868049025055,2,7,Guantes,trekking,0,DRY-RUN
885652008068,2,7,Guantes,training,0,DRY-RUN
885652008075,2,7,Guantes,training,0,DRY-RUN
885652008082,3,7,Guantes,training,0,DRY-RUN
885652008099,2,7,Guantes,training,0,DRY-RUN
905000,2,7,Protecciones,descanso,0,DRY-RUN
905002,2,7,Protecciones,descanso,0,DRY-RUN
95000,3,7,Protecciones,descanso,0,DRY-RUN
95002,3,7,Protecciones,descanso,0,DRY-RUN
95504,5,7,Protecciones,descanso,0,DRY-RUN
96500,5,7,Protecciones,descanso,0,DRY-RUN
BI5439,2,7,Protecciones,descanso,0,DRY-RUN
CANILLERA 28065,2,7,Protecciones,futbol,0,DRY-RUN
CANILLERA 28066,2,7,Protecciones,futbol,0,DRY-RUN
CANILLERA 28067,2,7,Protecciones,futbol,0,DRY-RUN
CR1804,3,7,Protecciones,descanso,0,DRY-RUN
CW5561,6,7;9,Protecciones,futbol,0,DRY-RUN
E12026,2,7,Protecciones,descanso,0,DRY-RUN
F0007,3,7,Guantes,training,0,DRY-RUN
F0008,5,7,Guantes,descanso,0,DRY-RUN
G0007,2,7,Guantes,descanso,0,DRY-RUN
MA29740,2,7,Guantes,descanso,0,DRY-RUN
MA29748,3,7,Guantes,descanso,0,DRY-RUN
MA30579,2,7,Poleras y Camisetas,futbol,0,DRY-RUN
MA3350,2,7,Poleras y Camisetas,futbol,0,DRY-RUN
MA3351,2,7,Poleras y Camisetas,futbol,0,DRY-RUN
MUUK0051,2,7,Protecciones,descanso,0,DRY-RUN
MUUK364,2,7,Protecciones,descanso,0,DRY-RUN
PANTALON MOYA,6,7,Buzos y Pantalones,futbol,0,DRY-RUN
RE004,4,7,Poleras y Camisetas,futbol,0,DRY-RUN
RS02,2,7,Guantes,descanso,0,DRY-RUN
SP2120-095,3,7,Guantes,futbol,0,DRY-RUN
SP2120-356,2,7,Guantes,futbol,0,DRY-RUN
V.06.02,2,7,Protecciones,training,0,DRY-RUN
V0609,2,7,Protecciones,descanso,0,DRY-RUN
041727 01,2,1,Guantes,urbano,0,DRY-RUN
1258568-659,2,1,Poleras y Camisetas,training,0,DRY-RUN
1258568-668,2,1,Poleras y Camisetas,training,0,DRY-RUN
AR1284-100,1,1,Gorros,urbano,0,DRY-RUN
1258568-001,2,1,Poleras y Camisetas,training,0,DRY-RUN
1305036-581,3,1,Gorros,urbano,0,DRY-RUN
1345822-012,4,1,Gorros,urbano,0,DRY-RUN
5207000119816,2,1,Guantes,futbol,0,DRY-RUN
5207000169811,2,1,Guantes,futbol,0,DRY-RUN
5207000179810,2,1,Guantes,futbol,0,DRY-RUN
BV4122-010,2,1,Chaquetas y Polerones,urbano,0,DRY-RUN
CJ5332-070,1,1,Poleras y Camisetas,running,0,DRY-RUN
CK0182-010,1,1,Chaquetas y Polerones,running,0,DRY-RUN
DJ1391-010,2,1,Poleras y Camisetas,urbano,0,DRY-RUN
DJ7897-411,2,1,Poleras y Camisetas,futbol,0,DRY-RUN
EX2021,2,1,Poleras y Camisetas,futbol,0,DRY-RUN
F.00.11,6,1,Guantes,training,0,DRY-RUN
F11L00410N-168,2,1,Poleras y Camisetas,urbano,0,DRY-RUN
F11L0041N-1587,2,1,Poleras y Camisetas,urbano,0,DRY-RUN
F11L174N-160,2,1,Poleras y Camisetas,urbano,0,DRY-RUN
F11L244N-168,2,1,Poleras y Camisetas,urbano,0,DRY-RUN
F11L244N-185,2,1,Poleras y Camisetas,urbano,0,DRY-RUN
F11L244N-2040,2,1,Poleras y Camisetas,urbano,0,DRY-RUN
GI7631,2,1,Guantes,training,0,DRY-RUN
HT4815,2,1,Gorros,urbano,0,DRY-RUN
PRIMERA CAPA,7,2;9;50,Poleras y Camisetas,vestir,0,DRY-RUN
451140400,12,2,Poleras y Camisetas,vestir,0,DRY-RUN
1376700-600,2,2,Gorros,vestir,0,DRY-RUN
451140400 P,2,2,Buzos y Pantalones,vestir,0,DRY-RUN
IA2113,3,2,Medias y Calcetines,futbol,0,DRY-RUN
1376700-410,4,2,Gorros,vestir,0,DRY-RUN
1383559-402,2,2,Shorts,training,0,DRY-RUN
1361642-112,6,2,Buzos y Pantalones,training,0,DRY-RUN
1361715-002,3,2,Buzos y Pantalones,training,0,DRY-RUN
GR9689,7,2,Gorros,vestir,0,DRY-RUN
HT5034,2,2,Medias y Calcetines,futbol,0,DRY-RUN
1390209-016,2,2,Poleras y Camisetas,training,0,DRY-RUN
MI36054,4,2;21,Poleras y Camisetas,futbol,0,DRY-RUN
1376700-001,3,2,Gorros,vestir,0,DRY-RUN
1376712-400,2,2,Gorros,vestir,0,DRY-RUN
1383559-001,2,2,Shorts,training,0,DRY-RUN
FN9155-411,2,2,Poleras y Camisetas,futbol,0,DRY-RUN
1356318-664,3,2,Chaquetas y Polerones,training,0,DRY-RUN
1386483-001,2,2,Shorts,training,0,DRY-RUN
45114040,6,2;8,Buzos y Pantalones,vestir,0,DRY-RUN
4511404000,2,2,Poleras y Camisetas,vestir,0,DRY-RUN
1390209-390,2,2,Poleras y Camisetas,training,0,DRY-RUN
520320 07,3,2,Poleras y Camisetas,"urbano,vestir",0,DRY-RUN
675234 30,3,2,Buzos y Pantalones,vestir,0,DRY-RUN
825290,2,2,Chaquetas y Polerones,"urbano,vestir",0,DRY-RUN
1258568-821,3,2,Poleras y Camisetas,training,0,DRY-RUN
1290261-001,2,2,Buzos y Pantalones,"urbano,vestir",0,DRY-RUN
BUZO DEPORTIVO,4,2,Buzos y Pantalones,vestir,0,DRY-RUN
1306428-002,2,2,Poleras y Camisetas,training,0,DRY-RUN
1320122-001,2,2,Buzos y Pantalones,"urbano,vestir",0,DRY-RUN
1320122-019,2,2,Buzos y Pantalones,"urbano,vestir",0,DRY-RUN
1320736-408,1,2,Chaquetas y Polerones,training,0,DRY-RUN
1320737-001,2,2,Chaquetas y Polerones,training,0,DRY-RUN
1326572-012,2,2,Shorts,running,0,DRY-RUN
1326799-100,2,2,Poleras y Camisetas,"urbano,vestir",0,DRY-RUN
1320737-408,1,2,Chaquetas y Polerones,training,0,DRY-RUN
1328620-404,2,2,Guantes,training,0,DRY-RUN
1357162-100,2,2,Poleras y Camisetas,basket,0,DRY-RUN
1357170-100,3,2,Poleras y Camisetas,training,0,DRY-RUN
1329297-001,3,2,Chaquetas y Polerones,"urbano,vestir",0,DRY-RUN
1351726-001,2,2,Shorts,training,0,DRY-RUN
1353186-497,2,2,Poleras y Camisetas,training,0,DRY-RUN
1353186-615,2,2,Poleras y Camisetas,training,0,DRY-RUN
1353296-004,1,2,Shorts,training,0,DRY-RUN
1356318-001,2,2,Chaquetas y Polerones,training,0,DRY-RUN
1356318-496,2,2,Chaquetas y Polerones,training,0,DRY-RUN
1357093-296,2,2,Chaquetas y Polerones,training,0,DRY-RUN
1357139-581,2,2,Buzos y Pantalones,training,0,DRY-RUN
1357170-450,3,2,Poleras y Camisetas,training,0,DRY-RUN
1357170-688,3,2,Poleras y Camisetas,training,0,DRY-RUN
