articulo,productos_afectados,cat_antes(ids),cat_despues,especialidades,genero_migrado,accion
PRIMERA CAPA,7,2;9;50,Poleras y Camisetas,vestir,0,APPLY
451140400,12,2,Poleras y Camisetas,vestir,0,APPLY
1376700-600,2,2,Gorros,vestir,0,APPLY
451140400 P,2,2,Buzos y Pantalones,vestir,0,APPLY
IA2113,3,2,Medias y Calcetines,futbol,0,APPLY
1376700-410,4,2,Gorros,vestir,0,APPLY
1383559-402,2,2,Shorts,training,0,APPLY
1361642-112,6,2,Buzos y Pantalones,training,0,APPLY
1361715-002,3,2,Buzos y Pantalones,training,0,APPLY
GR9689,7,2,Gorros,vestir,0,APPLY
HT5034,2,2,Medias y Calcetines,futbol,0,APPLY
1390209-016,2,2,Poleras y Camisetas,training,0,APPLY
MI36054,4,2;21,Poleras y Camisetas,futbol,0,APPLY
1376700-001,3,2,Gorros,vestir,0,APPLY
1376712-400,2,2,Gorros,vestir,0,APPLY
1383559-001,2,2,Shorts,training,0,APPLY
FN9155-411,2,2,Poleras y Camisetas,futbol,0,APPLY
1356318-664,3,2,Chaquetas y Polerones,training,0,APPLY
1386483-001,2,2,Shorts,training,0,APPLY
45114040,6,2;8,Buzos y Pantalones,vestir,0,APPLY
4511404000,2,2,Poleras y Camisetas,vestir,0,APPLY
1390209-390,2,2,Poleras y Camisetas,training,0,APPLY
520320 07,3,2,Poleras y Camisetas,"urbano,vestir",0,APPLY
675234 30,3,2,Buzos y Pantalones,vestir,0,APPLY
825290,2,2,Chaquetas y Polerones,"urbano,vestir",0,APPLY
1258568-821,3,2,Poleras y Camisetas,training,0,APPLY
1290261-001,2,2,Buzos y Pantalones,"urbano,vestir",0,APPLY
BUZO DEPORTIVO,4,2,Buzos y Pantalones,vestir,0,APPLY
1306428-002,2,2,Poleras y Camisetas,training,0,APPLY
1320122-001,2,2,Buzos y Pantalones,"urbano,vestir",0,APPLY
1320122-019,2,2,Buzos y Pantalones,"urbano,vestir",0,APPLY
1320736-408,1,2,Chaquetas y Polerones,training,0,APPLY
1320737-001,2,2,Chaquetas y Polerones,training,0,APPLY
1326572-012,2,2,Shorts,running,0,APPLY
1326799-100,2,2,Poleras y Camisetas,"urbano,vestir",0,APPLY
1320737-408,1,2,Chaquetas y Polerones,training,0,APPLY
1328620-404,2,2,Guantes,training,0,APPLY
1357162-100,2,2,Poleras y Camisetas,basket,0,APPLY
1357170-100,3,2,Poleras y Camisetas,training,0,APPLY
1329297-001,3,2,Chaquetas y Polerones,"urbano,vestir",0,APPLY
1351726-001,2,2,Shorts,training,0,APPLY
1353186-497,2,2,Poleras y Camisetas,training,0,APPLY
1353186-615,2,2,Poleras y Camisetas,training,0,APPLY
1353296-004,1,2,Shorts,training,0,APPLY
1356318-001,2,2,Chaquetas y Polerones,training,0,APPLY
1356318-496,2,2,Chaquetas y Polerones,training,0,APPLY
1357093-296,2,2,Chaquetas y Polerones,training,0,APPLY
1357139-581,2,2,Buzos y Pantalones,training,0,APPLY
1357170-450,3,2,Poleras y Camisetas,training,0,APPLY
1357170-688,3,2,Poleras y Camisetas,training,0,APPLY
